locus,symbols,datasets,datasetIDs,essentiality status,essentiality consensus
PA1612,,1,405,NE,Non
PA1613,,1,405,NE,Non
PA1614,gpsA,1,405,NE,Non
PA1615,,1,405,NE,Non
PA1616,,1,405,NE,Non
PA1617,,1,405,NE,Non
PA1618,,1,405,NE,Non
PA1619,,1,405,NE,Non
PA1620,,1,405,NE,Non
PA1621,,1,405,NE,Non
PA1622,,1,405,NE,Non
PA1623,,1,405,NE,Non
PA1624,,1,405,NE,Non
PA1625,,1,405,NE,Non
PA1626,,1,405,NE,Non
PA1627,,1,405,NE,Non
PA1628,,1,405,NE,Non
PA1629,,1,405,NE,Non
PA1630,,1,405,NE,Non
PA1631,,1,405,NE,Non
PA1632,kdpF,1,405,NE,Non
PA1633,kdpA,1,405,NE,Non
PA1634,kdpB,1,405,NE,Non
PA1635,kdpC,1,405,NE,Non
PA1636,kdpD,1,405,NE,Non
PA1637,kdpE,1,405,NE,Non
PA1638,,1,405,NE,Non
PA1639,,1,405,NE,Non
PA1640,,1,405,NE,Non
PA1641,,1,405,NE,Non
PA1642,selD,1,405,NE,Non
PA1643,,1,405,NE,Non
PA1644,,1,405,NE,Non
PA1645,,1,405,NE,Non
PA1646,,1,405,NE,Non
PA1647,,1,405,NE,Non
PA1648,,1,405,NE,Non
PA1649,,1,405,NE,Non
PA1650,,1,405,NE,Non
PA1651,,1,405,NE,Non
PA1652,,1,405,NE,Non
PA1653,,1,405,NE,Non
PA1654,,1,405,NE,Non
PA1655,,1,405,NE,Non
PA1656,,1,405,NE,Non
PA1657,,1,405,NE,Non
PA1658,,1,405,NE,Non
PA1659,,1,405,NE,Non
PA1660,,1,405,NE,Non
PA1661,,1,405,NE,Non
PA1662,,1,405,NE,Non
PA1663,,1,405,NE,Non
PA1664,,1,405,NE,Non
PA1665,,1,405,NE,Non
PA1666,,1,405,NE,Non
PA1667,,1,405,NE,Non
PA1668,,1,405,NE,Non
PA1669,,1,405,NE,Non
PA1670,stp1,1,405,NE,Non
PA1671,stk1,1,405,NE,Non
PA1672,,1,405,NE,Non
PA1673,,1,405,NE,Non
PA1674,folE2,1,405,NE,Non
PA1675,,1,405,NE,Non
PA1676,,1,405,NE,Non
PA1677,,1,405,NE,Non
PA1678,,1,405,NE,Non
PA1679,,1,405,NE,Non
PA1680,,1,405,NE,Non
PA1681,aroC,1,405,E,Essential
PA1682,,1,405,NE,Non
PA1683,,1,405,NE,Non
PA1684,,1,405,NE,Non
PA1685,masA,1,405,NE,Non
PA1686,alkA,1,405,NE,Non
PA1687,speE,1,405,NE,Non
PA1688,,1,405,NE,Non
PA1689,,1,405,NE,Non
PA1690,pscU,1,405,NE,Non
PA1691,pscT,1,405,NE,Non
PA1692,,1,405,NE,Non
PA1693,pscR,1,405,NE,Non
PA1694,pscQ,1,405,NE,Non
PA1695,pscP,1,405,NE,Non
PA1696,pscO,1,405,NE,Non
PA1697,,1,405,NE,Non
PA1698,popN,1,405,NE,Non
PA1699,,1,405,NE,Non
PA1700,,1,405,NE,Non
PA1701,,1,405,NE,Non
PA1702,,1,405,NE,Non
PA1703,pcrD,1,405,NE,Non
PA1704,pcrR,1,405,NE,Non
PA1705,pcrG,1,405,NE,Non
PA1706,pcrV,1,405,NE,Non
PA1707,pcrH,1,405,NE,Non
PA1708,popB,1,405,NE,Non
PA1709,popD,1,405,NE,Non
PA1710,exsC,1,405,NE,Non
PA1711,exsE,1,405,NE,Non
PA1712,exsB,1,405,NE,Non
PA1713,exsA,1,405,NE,Non
PA1714,exsD,1,405,NE,Non
PA1715,pscB,1,405,NE,Non
PA1716,pscC,1,405,NE,Non
PA1717,pscD,1,405,NE,Non
PA1718,pscE,1,405,NE,Non
PA1719,pscF,1,405,NE,Non
PA1720,pscG,1,405,NE,Non
PA1721,pscH,1,405,NE,Non
PA1722,pscI,1,405,NE,Non
PA1723,pscJ,1,405,NE,Non
PA1724,pscK,1,405,NE,Non
PA1725,pscL,1,405,NE,Non
PA1726,bglX,1,405,NE,Non
PA1727,mucR,1,405,NE,Non
PA1728,,1,405,NE,Non
PA1729,,1,405,NE,Non
PA1730,,1,405,NE,Non
PA1731,,1,405,NE,Non
PA1732,,1,405,NE,Non
PA1733,,1,405,NE,Non
PA1734,,1,405,NE,Non
PA1735,,1,405,NE,Non
PA1736,,1,405,NE,Non
PA1737,,1,405,NE,Non
PA1738,,1,405,NE,Non
PA1739,,1,405,NE,Non
PA1740,,1,405,NE,Non
PA1741,,1,405,NE,Non
PA1742,,1,405,NE,Non
PA1743,,1,405,NE,Non
PA1744,,1,405,NE,Non
PA1745,,1,405,NE,Non
PA1746,,1,405,NE,Non
PA1747,,1,405,NE,Non
PA1748,,1,405,NE,Non
PA1749,,1,405,NE,Non
PA1750,,1,405,NE,Non
PA1751,,1,405,NE,Non
PA1752,,1,405,NE,Non
PA1753,,1,405,NE,Non
PA1754,cysB,1,405,NE,Non
PA1755,,1,405,NE,Non
PA1756,cysH,1,405,NE,Non
PA1757,thrH,1,405,NE,Non
PA1758,pabB,1,405,NE,Non
PA1759,,1,405,NE,Non
PA1760,,1,405,NE,Non
PA1761,,1,405,NE,Non
PA1762,,1,405,NE,Non
PA1763,,1,405,NE,Non
PA1764,,1,405,NE,Non
PA1765,,1,405,NE,Non
PA1766,,1,405,NE,Non
PA1767,,1,405,NE,Non
PA1768,,1,405,NE,Non
PA1769,,1,405,NE,Non
PA1770,ppsA,1,405,NE,Non
PA1771,estX,1,405,NE,Non
PA1772,,1,405,NE,Non
PA1773,cmaX,1,405,NE,Non
PA1774,crfX,1,405,NE,Non
"PA1775,cmpX,2,""405,421"",""NE,E"",Conditional"
PA1776,sigX,1,405,E,Essential
PA1777,oprF,1,405,NE,Non
PA1778,cobA,1,405,NE,Non
PA1779,,1,405,NE,Non
PA1780,nirD,1,405,NE,Non
PA1781,nirB,1,405,NE,Non
PA1781.1,,1,405,NE,Non
PA1782,,1,405,NE,Non
PA1783,nasA,1,405,NE,Non
PA1784,,1,405,NE,Non
PA1785,,1,405,NE,Non
PA1786,,1,405,NE,Non
PA1787,acnB,1,405,E,Essential
PA1788,,1,405,NE,Non
PA1789,,1,405,NE,Non
PA1790,,1,405,NE,Non
PA1791,,1,405,NE,Non
PA1792,,1,405,E,Essential
PA1793,ppiB,1,405,NE,Non
PA1794,glnS,1,405,E,Essential
PA1795,cysS,1,405,E,Essential
PA1796,folD,1,405,E,Essential
PA1797,,1,405,NE,Non
PA1798,parS,1,405,NE,Non
PA1799,parR,1,405,NE,Non
"PA1800,tig,2,""405,421"",""NE,E"",Conditional"
PA1801,clpP,1,405,NE,Non
PA1802,clpX,1,405,NE,Non
PA1803,lon,1,405,NE,Non
PA1804,hupB,1,405,NE,Non
"PA1805,ppiD,2,""405,421"",""NE,E"",Conditional"
PA1806,fabI,1,405,NE,Non
PA1807,,1,405,NE,Non
PA1808,,1,405,NE,Non
PA1809,,1,405,NE,Non
PA1810,,1,405,NE,Non
PA1811,,1,405,NE,Non
PA1812,mltD,1,405,NE,Non
PA1813,,1,405,NE,Non
PA1814,,1,405,NE,Non
PA1815,rnhA,1,405,E,Essential
PA1816,dnaQ,1,405,E,Essential
PA1817,,1,405,NE,Non
PA1818,ldcA,1,405,NE,Non
PA1819,,1,405,NE,Non
PA1820,nhaB,1,405,NE,Non
PA1821,,1,405,NE,Non
PA1822,fimL,1,405,NE,Non
PA1823,,1,405,NE,Non
PA1824,,1,405,NE,Non
PA1825,,1,405,NE,Non
PA1826,,1,405,NE,Non
PA1827,,1,405,NE,Non
PA1828,,1,405,NE,Non
PA1829,,1,405,NE,Non
PA1830,,1,405,NE,Non
PA1831,,1,405,NE,Non
PA1832,,1,405,NE,Non
PA1833,,1,405,NE,Non
PA1834,,1,405,NE,Non
PA1835,,1,405,NE,Non
PA1836,,1,405,NE,Non
PA1837,,1,405,NE,Non
PA1838,cysI,1,405,NE,Non
PA1839,,1,405,NE,Non
PA1840,,1,405,NE,Non
PA1841,,1,405,NE,Non
PA1842,,1,405,NE,Non
PA1843,metH,1,405,NE,Non
PA1844,,1,405,NE,Non
PA1845,,1,405,NE,Non
PA1846,cti,1,405,NE,Non
PA1847,,1,405,NE,Non
PA1848,,1,405,NE,Non
PA1849,,1,405,NE,Non
PA1850,,1,405,NE,Non
PA1851,,1,405,NE,Non
PA1852,,1,405,NE,Non
PA1853,,1,405,NE,Non
PA1854,,1,405,NE,Non
PA1855,,1,405,NE,Non
PA1856,,1,405,NE,Non
PA1857,,1,405,NE,Non
PA1858,str,1,405,NE,Non
PA1859,,1,405,NE,Non
PA1860,,1,405,NE,Non
PA1861,modC,1,405,NE,Non
PA1862,modB,1,405,NE,Non
PA1863,modA,1,405,NE,Non
PA1864,,1,405,NE,Non
PA1865,,1,405,NE,Non
PA1866,,1,405,NE,Non
PA1867,xphA,1,405,NE,Non
PA1868,xqhA,1,405,NE,Non
PA1869,,1,405,NE,Non
PA1870,,1,405,NE,Non
PA1871,lasA,1,405,NE,Non
PA1872,,1,405,NE,Non
PA1873,,1,405,NE,Non
PA1874,,1,405,NE,Non
PA1875,,1,405,NE,Non
PA1876,,1,405,NE,Non
PA1877,,1,405,NE,Non
PA1878,,1,405,NE,Non
PA1879,,1,405,NE,Non
PA1880,,1,405,NE,Non
PA1881,,1,405,NE,Non
PA1882,,1,405,NE,Non
PA1883,,1,405,NE,Non
PA1884,,1,405,NE,Non
PA1885,,1,405,NE,Non
PA1886,polB,1,405,NE,Non
PA1887,,1,405,NE,Non
PA1888,,1,405,NE,Non
PA1889,,1,405,NE,Non
PA1890,,1,405,NE,Non
PA1891,,1,405,NE,Non
PA1892,,1,405,NE,Non
PA1893,,1,405,NE,Non
PA1894,,1,405,NE,Non
PA1895,,1,405,NE,Non
PA1896,,1,405,NE,Non
PA1897,,1,405,NE,Non
PA1898,qscR,1,405,NE,Non
PA1899,phzA2,1,405,NE,Non
PA1900,phzB2,1,405,NE,Non
PA1901,phzC2,1,405,NE,Non
PA1902,phzD2,1,405,NE,Non
PA1903,phzE2,1,405,NE,Non
PA1904,phzF2,1,405,NE,Non
PA1905,phzG2,1,405,NE,Non
PA1906,,1,405,NE,Non
PA1907,,1,405,NE,Non
PA1908,,1,405,NE,Non
PA1909,,1,405,NE,Non
PA1910,femA,1,405,NE,Non
PA1911,femR,1,405,NE,Non
PA1912,femI,1,405,NE,Non
PA1913,,1,405,NE,Non
PA1914,,1,405,NE,Non
PA1915,,1,405,NE,Non
PA1916,,1,405,NE,Non
PA1917,,1,405,NE,Non
PA1918,,1,405,NE,Non
PA1919,nrdG,1,405,NE,Non
PA1920,nrdD,1,405,NE,Non
PA1921,,1,405,NE,Non
PA1922,,1,405,NE,Non
PA1923,,1,405,NE,Non
PA1924,,1,405,NE,Non
PA1925,,1,405,NE,Non
PA1926,,1,405,NE,Non
PA1927,metE,1,405,NE,Non
PA1928,rimJ,1,405,NE,Non
PA1929,,1,405,NE,Non
PA1930,,1,405,NE,Non
PA1931,,1,405,NE,Non
PA1932,,1,405,NE,Non
PA1933,,1,405,NE,Non
PA1934,,1,405,NE,Non
PA1935,,1,405,NE,Non
PA1936,,1,405,NE,Non
PA1937,,1,405,NE,Non
PA1938,,1,405,NE,Non
PA1939,,1,405,NE,Non
PA1940,,1,405,NE,Non
PA1941,,1,405,NE,Non
PA1942,,1,405,NE,Non
PA1943,,1,405,NE,Non
PA1944,,1,405,NE,Non
PA1945,,1,405,NE,Non
PA1946,rbsB,1,405,NE,Non
PA1947,rbsA,1,405,NE,Non
PA1948,rbsC,1,405,NE,Non
PA1949,rbsR,1,405,NE,Non
PA1950,rbsK,1,405,NE,Non
PA1951,,1,405,NE,Non
PA1952,,1,405,NE,Non
PA1953,,1,405,NE,Non
PA1954,,1,405,NE,Non
PA1955,,1,405,NE,Non
PA1956,,1,405,NE,Non
PA1957,,1,405,NE,Non
PA1958,,1,405,NE,Non
PA1959,bacA,1,405,NE,Non
PA1960,,1,405,NE,Non
PA1961,,1,405,NE,Non
PA1962,azoR2,1,405,NE,Non
PA1963,,1,405,NE,Non
PA1964,,1,405,NE,Non
PA1965,,1,405,NE,Non
PA1966,,1,405,NE,Non
PA1967,,1,405,NE,Non
PA1968,,1,405,NE,Non
PA1969,,1,405,E,Essential
PA1970,,1,405,NE,Non
PA1971,braZ,1,405,NE,Non
PA1972,,1,405,NE,Non
PA1973,pqqF,1,405,NE,Non
PA1974,,1,405,NE,Non
PA1975,,1,405,NE,Non
PA1976,ercS',1,405,NE,Non
PA1977,,1,405,NE,Non
PA1978,erbR,1,405,NE,Non
PA1979,eraS,1,405,NE,Non
PA1980,eraR,1,405,NE,Non
PA1981,,1,405,NE,Non
PA1982,exaA,1,405,NE,Non
PA1983,exaB,1,405,NE,Non
PA1984,exaC,1,405,NE,Non
PA1985,pqqA,1,405,NE,Non
PA1986,pqqB,1,405,NE,Non
PA1987,pqqC,1,405,NE,Non
PA1988,pqqD,1,405,NE,Non
PA1989,pqqE,1,405,NE,Non
PA1990,pqqH,1,405,NE,Non
PA1991,,1,405,NE,Non
PA1992,ercS,1,405,NE,Non
PA1993,,1,405,NE,Non
PA1994,,1,405,NE,Non
PA1995,,1,405,NE,Non
"PA1996,ppiC1,2,""405,421"",""NE,E"",Conditional"
PA1997,,1,405,NE,Non
PA1998,dhcR,1,405,NE,Non
PA1999,dhcA,1,405,NE,Non
PA2000,dhcB,1,405,NE,Non
PA2001,atoB,1,405,NE,Non
PA2002,,1,405,NE,Non
PA2003,bdhA,1,405,NE,Non
PA2004,,1,405,NE,Non
PA2005,,1,405,NE,Non
PA2006,,1,405,NE,Non
PA2007,maiA,1,405,NE,Non
PA2008,fahA,1,405,NE,Non
PA2009,hmgA,1,405,NE,Non
PA2010,,1,405,NE,Non
PA2011,liuE,1,405,NE,Non
PA2012,liuD,1,405,NE,Non
PA2013,liuC,1,405,NE,Non
PA2014,liuB,1,405,NE,Non
PA2015,liuA,1,405,NE,Non
PA2016,liuR,1,405,NE,Non
PA2017,,1,405,NE,Non
"PA2018,,2,""405,421"",""NE,E"",Conditional"
"PA2019,,2,""421,405"",""E,NE"",Conditional"
PA2020,,1,405,NE,Non
PA2021,,1,405,NE,Non
PA2022,,1,405,NE,Non
PA2023,galU,1,405,NE,Non
PA2024,,1,405,E,Essential
PA2025,gor,1,405,NE,Non
PA2026,,1,405,NE,Non
PA2027,,1,405,NE,Non
PA2028,,1,405,NE,Non
PA2029,,1,405,NE,Non
PA2030,,1,405,NE,Non
PA2031,,1,405,NE,Non
PA2032,,1,405,NE,Non
PA2033,,1,405,NE,Non
PA2034,,1,405,NE,Non
PA2035,,1,405,NE,Non
PA2036,,1,405,NE,Non
PA2037,,1,405,NE,Non
PA2038,,1,405,NE,Non
PA2039,,1,405,NE,Non
PA2040,,1,405,NE,Non
PA2041,,1,405,NE,Non
PA2042,,1,405,NE,Non
PA2043,,1,405,NE,Non
PA2044,,1,405,NE,Non
PA2045,,1,405,NE,Non
PA2046,,1,405,NE,Non
PA2047,,1,405,NE,Non
PA2048,,1,405,NE,Non
PA2049,,1,405,NE,Non
PA2050,,1,405,NE,Non
PA2051,,1,405,NE,Non
PA2052,cynS,1,405,NE,Non
PA2053,cynT,1,405,NE,Non
PA2054,cynR,1,405,NE,Non
PA2055,,1,405,NE,Non
PA2056,,1,405,NE,Non
PA2057,,1,405,NE,Non
PA2058,,1,405,NE,Non
PA2059,,1,405,NE,Non
PA2060,,1,405,NE,Non
PA2061,,1,405,NE,Non
PA2062,,1,405,NE,Non
PA2063,,1,405,NE,Non
PA2064,pcoB,1,405,NE,Non
PA2065,pcoA,1,405,NE,Non
PA2066,,1,405,NE,Non
PA2067,,1,405,NE,Non
PA2068,,1,405,NE,Non
PA2069,,1,405,NE,Non
PA2070,,1,405,NE,Non
PA2071,fusA2,1,405,NE,Non
PA2072,,1,405,NE,Non
PA2073,,1,405,NE,Non
PA2074,,1,405,NE,Non
PA2075,,1,405,NE,Non
PA2076,,1,405,NE,Non
PA2077,,1,405,NE,Non
PA2078,,1,405,NE,Non
PA2079,,1,405,NE,Non
PA2080,kynU,1,405,NE,Non
PA2081,kynB,1,405,NE,Non
PA2082,,1,405,NE,Non
PA2083,,1,405,NE,Non
PA2084,,1,405,NE,Non
PA2085,,1,405,NE,Non
PA2086,,1,405,NE,Non
PA2087,,1,405,NE,Non
PA2088,,1,405,NE,Non
PA2089,,1,405,NE,Non
PA2090,,1,405,NE,Non
PA2091,,1,405,NE,Non
PA2092,,1,405,NE,Non
PA2093,,1,405,NE,Non
PA2094,,1,405,NE,Non
PA2095,,1,405,NE,Non
PA2096,,1,405,NE,Non
PA2097,,1,405,NE,Non
PA2098,,1,405,NE,Non
PA2099,,1,405,NE,Non
PA2100,,1,405,NE,Non
PA2101,,1,405,NE,Non
PA2102,,1,405,NE,Non
PA2103,,1,405,NE,Non
PA2104,,1,405,NE,Non
PA2105,,1,405,NE,Non
PA2106,,1,405,NE,Non
PA2107,,1,405,NE,Non
PA2108,,1,405,NE,Non
PA2109,,1,405,NE,Non
PA2110,,1,405,NE,Non
PA2111,,1,405,NE,Non
PA2112,,1,405,NE,Non
PA2113,opdO,1,405,NE,Non
PA2114,,1,405,NE,Non
PA2115,,1,405,NE,Non
PA2116,,1,405,NE,Non
PA2117,,1,405,NE,Non
PA2118,ada,1,405,NE,Non
PA2119,,1,405,NE,Non
PA2120,,1,405,NE,Non
PA2121,,1,405,NE,Non
PA2122,,1,405,NE,Non
PA2123,,1,405,NE,Non
PA2124,,1,405,NE,Non
PA2125,,1,405,NE,Non
PA2126,,1,405,NE,Non
PA2127,,1,405,NE,Non
PA2128,cupA1,1,405,NE,Non
PA2129,cupA2,1,405,NE,Non
PA2130,cupA3,1,405,NE,Non
PA2131,cupA4,1,405,NE,Non
PA2132,cupA5,1,405,NE,Non
PA2133,,1,405,NE,Non
PA2134,,1,405,NE,Non
PA2135,,1,405,NE,Non
PA2136,,1,405,NE,Non
PA2137,,1,405,NE,Non
PA2138,,1,405,NE,Non
PA2139,,1,405,NE,Non
PA2140,,1,405,NE,Non
PA2141,,1,405,NE,Non
PA2142,,1,405,NE,Non
PA2143,,1,405,NE,Non
PA2144,glgP,1,405,NE,Non
PA2145,,1,405,NE,Non
PA2146,,1,405,NE,Non
PA2147,katE,1,405,NE,Non
PA2148,,1,405,NE,Non
PA2149,,1,405,NE,Non
PA2150,,1,405,NE,Non
PA2151,,1,405,NE,Non
PA2152,,1,405,NE,Non
PA2153,glgB,1,405,NE,Non
PA2154,,1,405,NE,Non
PA2155,,1,405,NE,Non
PA2156,,1,405,E,Essential
PA2157,,1,405,NE,Non
PA2158,,1,405,NE,Non
PA2159,,1,405,NE,Non
PA2160,,1,405,NE,Non
PA2161,,1,405,NE,Non
PA2162,,1,405,NE,Non
PA2163,,1,405,NE,Non
PA2164,,1,405,NE,Non
PA2165,,1,405,NE,Non
PA2166,,1,405,NE,Non
PA2167,,1,405,NE,Non
PA2168,,1,405,NE,Non
PA2169,,1,405,NE,Non
PA2170,,1,405,NE,Non
PA2171,,1,405,NE,Non
PA2172,,1,405,NE,Non
PA2173,,1,405,NE,Non
PA2174,,1,405,NE,Non
PA2175,,1,405,NE,Non
PA2176,,1,405,NE,Non
PA2177,,1,405,NE,Non
PA2178,,1,405,NE,Non
PA2179,,1,405,NE,Non
PA2180,,1,405,NE,Non
PA2181,,1,405,NE,Non
PA2182,,1,405,NE,Non
PA2183,,1,405,NE,Non
PA2184,,1,405,NE,Non
PA2185,katN,1,405,NE,Non
PA2186,,1,405,NE,Non
PA2187,,1,405,NE,Non
PA2188,,1,405,NE,Non
PA2189,,1,405,NE,Non
PA2190,,1,405,NE,Non
PA2191,exoY,1,405,NE,Non
PA2192,,1,405,NE,Non
PA2193,hcnA,1,405,NE,Non
PA2194,hcnB,1,405,NE,Non
PA2195,hcnC,1,405,NE,Non
PA2196,,1,405,NE,Non
PA2197,,1,405,NE,Non
PA2198,,1,405,NE,Non
PA2199,,1,405,NE,Non
PA2200,,1,405,NE,Non
PA2201,,1,405,NE,Non
PA2202,,1,405,NE,Non
PA2203,,1,405,NE,Non
PA2204,,1,405,NE,Non
PA2205,,1,405,NE,Non
PA2206,,1,405,NE,Non
PA2207,,1,405,NE,Non
PA2208,,1,405,NE,Non
PA2209,,1,405,NE,Non
PA2210,,1,405,NE,Non
PA2211,,1,405,NE,Non
PA2212,,1,405,NE,Non
PA2213,,1,405,NE,Non
PA2214,,1,405,NE,Non
PA2215,,1,405,NE,Non
PA2216,,1,405,NE,Non
PA2217,,1,405,NE,Non
PA2218,,1,405,NE,Non
PA2219,opdE,1,405,NE,Non
PA2220,,1,405,NE,Non
PA2221,,1,405,NE,Non
PA2222,,1,405,NE,Non
PA2223,,1,405,NE,Non
PA2224,,1,405,NE,Non
PA2225,,1,405,NE,Non
PA2226,,1,405,NE,Non
PA2227,vqsM,1,405,NE,Non
PA2228,,1,405,NE,Non
PA2229,,1,405,NE,Non
PA2230,,1,405,NE,Non
PA2231,pslA,1,405,NE,Non
PA2232,pslB,1,405,NE,Non
PA2233,pslC,1,405,NE,Non
PA2234,pslD,1,405,NE,Non
PA2235,pslE,1,405,NE,Non
PA2236,pslF,1,405,NE,Non
PA2237,pslG,1,405,NE,Non
PA2238,pslH,1,405,NE,Non
PA2239,pslI,1,405,NE,Non
PA2240,pslJ,1,405,NE,Non
PA2241,pslK,1,405,NE,Non
PA2242,pslL,1,405,NE,Non
PA2243,pslM,1,405,NE,Non
PA2244,pslN,1,405,NE,Non
PA2245,pslO,1,405,NE,Non
PA2246,bkdR,1,405,NE,Non
PA2247,bkdA1,1,405,NE,Non
PA2248,bkdA2,1,405,NE,Non
PA2249,bkdB,1,405,NE,Non
PA2250,lpdV,1,405,NE,Non
PA2251,,1,405,NE,Non
PA2252,,1,405,NE,Non
PA2253,ansA,1,405,NE,Non
PA2254,pvcA,1,405,NE,Non
PA2255,pvcB,1,405,NE,Non
PA2256,pvcC,1,405,NE,Non
PA2257,pvcD,1,405,NE,Non
PA2258,ptxR,1,405,NE,Non
PA2259,ptxS,1,405,NE,Non
PA2260,,1,405,NE,Non
PA2261,,1,405,NE,Non
PA2262,,1,405,NE,Non
PA2263,,1,405,NE,Non
PA2264,,1,405,NE,Non
PA2265,,1,405,NE,Non
PA2266,,1,405,NE,Non
PA2267,,1,405,NE,Non
PA2268,,1,405,NE,Non
PA2269,,1,405,NE,Non
PA2270,,1,405,NE,Non
PA2271,,1,405,NE,Non
PA2272,pbpC,1,405,NE,Non
PA2273,soxR,1,405,NE,Non
PA2274,,1,405,NE,Non
PA2275,,1,405,NE,Non
PA2276,,1,405,NE,Non
PA2277,arsR,1,405,NE,Non
PA2278,arsB,1,405,NE,Non
PA2279,arsC,1,405,NE,Non
PA2280,,1,405,NE,Non
PA2281,,1,405,NE,Non
PA2282,,1,405,NE,Non
PA2283,,1,405,NE,Non
PA2284,,1,405,NE,Non
PA2285,,1,405,NE,Non
PA2286,,1,405,NE,Non
PA2287,,1,405,NE,Non
PA2288,,1,405,NE,Non
PA2289,,1,405,NE,Non
PA2290,gcd,1,405,NE,Non
PA2291,,1,405,NE,Non
PA2292,,1,405,NE,Non
PA2293,,1,405,NE,Non
PA2294,,1,405,NE,Non
PA2295,,1,405,NE,Non
PA2296,,1,405,NE,Non
PA2297,,1,405,NE,Non
PA2298,,1,405,NE,Non
PA2299,,1,405,NE,Non
PA2300,chiC,1,405,NE,Non
PA2301,,1,405,NE,Non
PA2302,ambE,1,405,NE,Non
PA2303,ambD,1,405,NE,Non
PA2304,ambC,1,405,NE,Non
PA2305,ambB,1,405,NE,Non
PA2306,ambA,1,405,NE,Non
PA2307,,1,405,NE,Non
PA2308,,1,405,NE,Non
PA2309,,1,405,NE,Non
PA2310,,1,405,NE,Non
PA2311,,1,405,NE,Non
PA2312,,1,405,NE,Non
PA2313,,1,405,NE,Non
PA2314,,1,405,NE,Non
PA2315,,1,405,NE,Non
PA2316,,1,405,NE,Non
PA2317,,1,405,NE,Non
PA2318,,1,405,NE,Non
PA2319,,1,405,NE,Non
PA2320,gntR,1,405,NE,Non
PA2321,,1,405,NE,Non
PA2322,,1,405,NE,Non
PA2323,,1,405,NE,Non
PA2324,,1,405,NE,Non
PA2325,,1,405,NE,Non
PA2326,,1,405,NE,Non
PA2327,,1,405,NE,Non
PA2328,,1,405,NE,Non
PA2329,,1,405,NE,Non
PA2330,,1,405,NE,Non
PA2331,,1,405,NE,Non
PA2332,,1,405,NE,Non
PA2333,,1,405,NE,Non
PA2334,,1,405,NE,Non
PA2335,,1,405,NE,Non
PA2336,,1,405,NE,Non
PA2337,mtlR,1,405,NE,Non
PA2338,,1,405,NE,Non
PA2339,,1,405,NE,Non
PA2340,,1,405,NE,Non
PA2341,,1,405,NE,Non
PA2342,mtlD,1,405,NE,Non
PA2343,mtlY,1,405,NE,Non
PA2344,mtlZ,1,405,NE,Non
PA2345,,1,405,NE,Non
PA2346,,1,405,NE,Non
PA2347,,1,405,NE,Non
PA2348,,1,405,NE,Non
PA2349,,1,405,NE,Non
PA2350,,1,405,NE,Non
PA2351,,1,405,NE,Non
PA2352,,1,405,NE,Non
PA2353,,1,405,NE,Non
PA2354,,1,405,NE,Non
PA2355,,1,405,NE,Non
PA2356,msuD,1,405,NE,Non
PA2357,msuE,1,405,NE,Non
PA2358,,1,405,NE,Non
PA2359,,1,405,NE,Non
PA2360,,1,405,NE,Non
PA2361,,1,405,NE,Non
PA2362,,1,405,NE,Non
PA2363,,1,405,NE,Non
PA2364,,1,405,NE,Non
PA2365,,1,405,NE,Non
PA2366,,1,405,NE,Non
PA2367,,1,405,NE,Non
PA2368,,1,405,NE,Non
PA2369,,1,405,NE,Non
PA2370,,1,405,NE,Non
PA2371,,1,405,NE,Non
PA2372,,1,405,NE,Non
PA2373,,1,405,NE,Non
PA2374,,1,405,NE,Non
PA2375,,1,405,NE,Non
PA2376,,1,405,NE,Non
PA2377,,1,405,NE,Non
PA2378,,1,405,NE,Non
PA2379,,1,405,NE,Non
PA2380,,1,405,NE,Non
PA2381,,1,405,NE,Non
PA2382,lldA,1,405,NE,Non
PA2383,,1,405,NE,Non
PA2384,,1,405,NE,Non
PA2385,pvdQ,1,405,NE,Non
PA2386,pvdA,1,405,NE,Non
PA2387,fpvI,1,405,NE,Non
PA2388,fpvR,1,405,NE,Non
PA2389,pvdR,1,405,NE,Non
PA2390,pvdT,1,405,NE,Non
PA2391,opmQ,1,405,NE,Non
PA2392,pvdP,1,405,NE,Non
PA2393,,1,405,NE,Non
PA2394,pvdN,1,405,NE,Non
PA2395,pvdO,1,405,NE,Non
PA2396,pvdF,1,405,NE,Non
PA2397,pvdE,1,405,NE,Non
PA2398,fpvA,1,405,NE,Non
PA2399,pvdD,1,405,NE,Non
PA2400,pvdJ,1,405,NE,Non
PA2402,,1,405,NE,Non
PA2403,,1,405,NE,Non
PA2404,,1,405,NE,Non
PA2405,,1,405,NE,Non
PA2406,,1,405,NE,Non
PA2407,,1,405,NE,Non
PA2408,,1,405,NE,Non
PA2409,,1,405,NE,Non
PA2410,,1,405,NE,Non
PA2411,,1,405,NE,Non
PA2412,,1,405,NE,Non
PA2413,pvdH,1,405,NE,Non
PA2414,,1,405,NE,Non
PA2415,,1,405,NE,Non
PA2416,treA,1,405,NE,Non
PA2417,,1,405,NE,Non
PA2418,,1,405,NE,Non
PA2419,,1,405,NE,Non
PA2420,,1,405,NE,Non
PA2421,,1,405,NE,Non
PA2422,,1,405,NE,Non
PA2423,,1,405,NE,Non
PA2424,pvdL,1,405,NE,Non
PA2425,pvdG,1,405,NE,Non
PA2426,pvdS,1,405,NE,Non
PA2427,,1,405,NE,Non
PA2428,,1,405,NE,Non
PA2429,,1,405,NE,Non
