locus,symbols,datasets,datasetIDs,essentiality status,essentiality consensus
PA4049,,1,405,NE,Non
"PA4050,pgpA,2,""405,421"",""NE,E"",Conditional"
PA4051,thiL,1,405,E,Essential
PA4052,nusB,1,405,E,Essential
PA4053,ribE,1,405,NE,Non
PA4054,ribB,1,405,NE,Non
PA4055,ribC,1,405,NE,Non
PA4056,ribD,1,405,NE,Non
PA4057,nrdR,1,405,NE,Non
PA4058,,1,405,NE,Non
PA4059,,1,405,NE,Non
PA4060,,1,405,NE,Non
PA4061,,1,405,NE,Non
PA4062,,1,405,NE,Non
PA4063,,1,405,NE,Non
PA4064,,1,405,NE,Non
PA4065,,1,405,NE,Non
PA4066,,1,405,NE,Non
PA4067,oprG,1,405,NE,Non
PA4068,,1,405,E,Essential
PA4069,,1,405,NE,Non
PA4070,,1,405,NE,Non
PA4071,,1,405,NE,Non
PA4072,,1,405,NE,Non
PA4073,,1,405,NE,Non
PA4074,,1,405,NE,Non
PA4075,,1,405,NE,Non
PA4076,,1,405,NE,Non
"PA4077,,2,""405,421"",""NE,E"",Conditional"
PA4078,,1,405,NE,Non
PA4079,,1,405,NE,Non
PA4080,,1,405,NE,Non
PA4081,cupB6,1,405,NE,Non
PA4082,cupB5,1,405,NE,Non
PA4083,cupB4,1,405,NE,Non
PA4084,cupB3,1,405,NE,Non
PA4085,cupB2,1,405,NE,Non
PA4086,cupB1,1,405,NE,Non
PA4087,,1,405,NE,Non
PA4088,,1,405,NE,Non
PA4089,,1,405,NE,Non
PA4090,,1,405,NE,Non
PA4091,hpaA,1,405,NE,Non
PA4092,hpaC,1,405,NE,Non
PA4093,,1,405,E,Essential
PA4094,,1,405,NE,Non
PA4095,,1,405,NE,Non
PA4096,,1,405,NE,Non
PA4097,,1,405,NE,Non
PA4098,,1,405,NE,Non
PA4099,,1,405,NE,Non
PA4100,,1,405,NE,Non
PA4101,bfmR,1,405,NE,Non
PA4102,bfmS,1,405,NE,Non
PA4103,,1,405,NE,Non
PA4104,,1,405,NE,Non
PA4105,,1,405,NE,Non
PA4106,,1,405,NE,Non
PA4107,,1,405,NE,Non
PA4108,,1,405,NE,Non
PA4109,ampR,1,405,NE,Non
PA4110,ampC,1,405,NE,Non
PA4111,,1,405,NE,Non
PA4112,,1,405,NE,Non
PA4113,,1,405,NE,Non
PA4114,,1,405,NE,Non
PA4115,,1,405,NE,Non
PA4116,bphO,1,405,NE,Non
PA4117,bphP,1,405,NE,Non
PA4118,,1,405,NE,Non
PA4119,aph,1,405,NE,Non
PA4120,,1,405,NE,Non
PA4121,,1,405,NE,Non
PA4122,,1,405,NE,Non
PA4123,hpcC,1,405,NE,Non
PA4124,hpcB,1,405,NE,Non
PA4125,hpcD,1,405,NE,Non
PA4126,,1,405,NE,Non
PA4127,hpcG,1,405,NE,Non
PA4128,,1,405,NE,Non
PA4129,,1,405,NE,Non
PA4130,,1,405,NE,Non
PA4131,,1,405,NE,Non
PA4132,,1,405,NE,Non
PA4133,,1,405,NE,Non
PA4134,,1,405,NE,Non
PA4135,,1,405,NE,Non
PA4136,,1,405,NE,Non
PA4137,,1,405,NE,Non
PA4138,tyrS,1,405,NE,Non
PA4139,,1,405,NE,Non
PA4140,,1,405,NE,Non
PA4141,,1,405,NE,Non
PA4142,,1,405,NE,Non
PA4143,,1,405,NE,Non
PA4144,,1,405,NE,Non
PA4145,,1,405,NE,Non
PA4146,,1,405,NE,Non
PA4147,acoR,1,405,NE,Non
PA4148,,1,405,NE,Non
PA4149,,1,405,NE,Non
PA4150,,1,405,NE,Non
PA4151,acoB,1,405,NE,Non
PA4152,,1,405,NE,Non
PA4153,,1,405,NE,Non
PA4154,,1,405,NE,Non
PA4155,,1,405,NE,Non
PA4156,,1,405,NE,Non
PA4157,,1,405,NE,Non
PA4158,fepC,1,405,NE,Non
PA4159,fepB,1,405,NE,Non
PA4160,fepD,1,405,NE,Non
PA4161,fepG,1,405,NE,Non
PA4162,,1,405,NE,Non
PA4163,,1,405,NE,Non
PA4164,,1,405,NE,Non
PA4165,,1,405,NE,Non
PA4166,,1,405,NE,Non
PA4167,,1,405,NE,Non
PA4168,fpvB,1,405,NE,Non
PA4169,,1,405,NE,Non
PA4170,,1,405,NE,Non
PA4171,,1,405,NE,Non
PA4172,,1,405,NE,Non
PA4173,,1,405,NE,Non
PA4174,,1,405,NE,Non
PA4175,piv,1,405,NE,Non
PA4176,ppiC2,1,405,NE,Non
PA4177,,1,405,NE,Non
PA4178,,1,405,NE,Non
PA4179,,1,405,NE,Non
PA4180,,1,405,NE,Non
PA4181,,1,405,NE,Non
PA4182,,1,405,NE,Non
PA4183,,1,405,NE,Non
PA4184,,1,405,NE,Non
PA4185,,1,405,NE,Non
PA4186,,1,405,NE,Non
PA4187,,1,405,NE,Non
PA4188,,1,405,NE,Non
PA4189,,1,405,NE,Non
PA4190,pqsL,1,405,NE,Non
PA4191,,1,405,NE,Non
PA4192,,1,405,NE,Non
PA4193,,1,405,NE,Non
PA4194,,1,405,NE,Non
PA4195,,1,405,NE,Non
PA4196,bfiR,1,405,NE,Non
PA4197,bfiS,1,405,NE,Non
PA4198,,1,405,NE,Non
PA4199,,1,405,NE,Non
PA4200,,1,405,NE,Non
PA4201,ddlA,1,405,NE,Non
PA4202,,1,405,NE,Non
PA4203,,1,405,NE,Non
PA4204,ppgL,1,405,NE,Non
PA4205,mexG,1,405,NE,Non
PA4206,mexH,1,405,NE,Non
PA4207,mexI,1,405,NE,Non
PA4208,opmD,1,405,NE,Non
PA4209,phzM,1,405,NE,Non
PA4210,phzA1,1,405,NE,Non
PA4211,phzB1,1,405,NE,Non
PA4212,phzC1,1,405,NE,Non
PA4213,phzD1,1,405,NE,Non
PA4214,phzE1,1,405,NE,Non
PA4215,phzF1,1,405,NE,Non
PA4216,phzG1,1,405,NE,Non
PA4217,phzS,1,405,NE,Non
PA4218,,1,405,NE,Non
PA4219,,1,405,NE,Non
PA4220,,1,405,NE,Non
PA4221,fptA,1,405,NE,Non
"PA4222,,2,""405,421"",""NE,E"",Conditional"
"PA4223,,2,""421,405"",""E,NE"",Conditional"
PA4224,pchG,1,405,NE,Non
PA4225,pchF,1,405,NE,Non
PA4226,pchE,1,405,NE,Non
PA4227,pchR,1,405,NE,Non
PA4228,pchD,1,405,NE,Non
PA4229,pchC,1,405,NE,Non
PA4230,pchB,1,405,NE,Non
PA4231,pchA,1,405,NE,Non
PA4232,ssb,1,405,NE,Non
PA4233,,1,405,NE,Non
PA4234,uvrA,1,405,NE,Non
PA4235,bfrA,1,405,NE,Non
PA4236,katA,1,405,NE,Non
PA4237,rplQ,1,405,E,Essential
PA4238,rpoA,1,405,E,Essential
PA4239,rpsD,1,405,E,Essential
PA4240,rpsK,1,405,E,Essential
PA4241,rpsM,1,405,E,Essential
PA4242,rpmJ,1,405,NE,Non
PA4243,secY,1,405,E,Essential
PA4244,rplO,1,405,E,Essential
PA4245,rpmD,1,405,NE,Non
PA4246,rpsE,1,405,E,Essential
PA4247,rplR,1,405,NE,Non
PA4248,rplF,1,405,E,Essential
PA4249,rpsH,1,405,E,Essential
PA4250,rpsN,1,405,NE,Non
PA4251,rplE,1,405,E,Essential
PA4252,rplX,1,405,NE,Non
PA4253,rplN,1,405,NE,Non
PA4254,rpsQ,1,405,NE,Non
PA4255,rpmC,1,405,NE,Non
PA4256,rplP,1,405,E,Essential
PA4257,rpsC,1,405,E,Essential
PA4258,rplV,1,405,NE,Non
PA4259,rpsS,1,405,NE,Non
PA4260,rplB,1,405,E,Essential
PA4261,rplW,1,405,NE,Non
PA4262,rplD,1,405,E,Essential
PA4263,rplC,1,405,E,Essential
PA4264,rpsJ,1,405,NE,Non
PA4265,tufA,1,405,NE,Non
PA4266,fusA1,1,405,E,Essential
PA4267,rpsG,1,405,E,Essential
PA4268,rpsL,1,405,E,Essential
PA4269,rpoC,1,405,E,Essential
PA4270,rpoB,1,405,E,Essential
PA4270.1,,1,405,NE,Non
PA4271,rplL,1,405,E,Essential
PA4272,rplJ,1,405,E,Essential
PA4272.1,,1,405,NE,Non
PA4273,rplA,1,405,E,Essential
PA4274,rplK,1,405,E,Essential
PA4275,nusG,1,405,E,Essential
PA4276,secE,1,405,E,Essential
PA4277,tufB,1,405,NE,Non
PA4278,,1,405,NE,Non
PA4279,,1,405,E,Essential
PA4280,birA,1,405,NE,Non
PA4281,sbcD,1,405,NE,Non
PA4282,,1,405,NE,Non
PA4283,recD,1,405,NE,Non
PA4284,recB,1,405,NE,Non
PA4285,recC,1,405,NE,Non
PA4286,,1,405,NE,Non
PA4287,,1,405,NE,Non
PA4288,,1,405,NE,Non
PA4289,,1,405,NE,Non
PA4290,,1,405,NE,Non
PA4291,,1,405,NE,Non
PA4292,,1,405,NE,Non
PA4293,pprA,1,405,NE,Non
PA4294,,1,405,NE,Non
PA4295,fppA,1,405,NE,Non
PA4296,pprB,1,405,NE,Non
PA4297,tadG,1,405,NE,Non
PA4298,,1,405,NE,Non
PA4299,tadD,1,405,NE,Non
PA4300,tadC,1,405,NE,Non
PA4301,tadB,1,405,NE,Non
PA4302,tadA,1,405,NE,Non
PA4303,tadZ,1,405,NE,Non
PA4304,rcpA,1,405,NE,Non
PA4305,rcpC,1,405,NE,Non
PA4306,flp,1,405,NE,Non
PA4307,pctC,1,405,NE,Non
PA4308,,1,405,NE,Non
PA4309,pctA,1,405,NE,Non
PA4310,pctB,1,405,NE,Non
PA4311,,1,405,NE,Non
PA4312,,1,405,NE,Non
PA4313,,1,405,NE,Non
PA4314,purU1,1,405,NE,Non
"PA4315,mvaT,2,""405,421"",""NE,E"",Conditional"
"PA4316,sbcB,2,""421,405"",""E,NE"",Conditional"
PA4317,,1,405,NE,Non
PA4318,,1,405,NE,Non
PA4319,,1,405,NE,Non
PA4320,,1,405,NE,Non
PA4321,,1,405,NE,Non
PA4322,,1,405,NE,Non
PA4323,,1,405,NE,Non
PA4324,,1,405,NE,Non
PA4325,,1,405,NE,Non
PA4326,,1,405,NE,Non
PA4327,,1,405,NE,Non
PA4328,,1,405,NE,Non
"PA4329,pykA,2,""405,421"",""NE,E"",Conditional"
PA4330,,1,405,NE,Non
PA4331,,1,405,NE,Non
PA4332,,1,405,NE,Non
PA4333,,1,405,E,Essential
PA4334,,1,405,NE,Non
PA4335,,1,405,NE,Non
PA4336,,1,405,NE,Non
PA4337,,1,405,NE,Non
PA4338,,1,405,NE,Non
PA4339,,1,405,NE,Non
PA4340,,1,405,NE,Non
PA4341,,1,405,NE,Non
PA4342,,1,405,NE,Non
PA4343,,1,405,NE,Non
PA4344,,1,405,NE,Non
PA4345,,1,405,NE,Non
PA4346,,1,405,NE,Non
PA4347,,1,405,NE,Non
PA4348,,1,405,NE,Non
PA4349,,1,405,NE,Non
PA4350,,1,405,NE,Non
PA4351,,1,405,NE,Non
PA4352,,1,405,NE,Non
PA4353,,1,405,NE,Non
PA4354,,1,405,NE,Non
PA4355,,1,405,NE,Non
PA4356,xenB,1,405,NE,Non
PA4357,,1,405,NE,Non
PA4358,,1,405,NE,Non
PA4359,,1,405,NE,Non
PA4360,,1,405,NE,Non
PA4361,,1,405,NE,Non
PA4362,,1,405,NE,Non
PA4363,iciA,1,405,NE,Non
PA4364,,1,405,NE,Non
PA4365,,1,405,NE,Non
PA4366,sodB,1,405,E,Essential
PA4367,bifA,1,405,NE,Non
PA4368,,1,405,NE,Non
PA4369,,1,405,NE,Non
PA4370,icmP,1,405,NE,Non
PA4371,,1,405,NE,Non
PA4372,,1,405,NE,Non
PA4373,,1,405,NE,Non
PA4374,,1,405,NE,Non
PA4375,,1,405,NE,Non
PA4376,pncB2,1,405,NE,Non
PA4377,,1,405,NE,Non
PA4378,inaA,1,405,NE,Non
PA4379,,1,405,NE,Non
PA4380,,1,405,NE,Non
PA4381,,1,405,NE,Non
PA4382,,1,405,NE,Non
PA4383,,1,405,NE,Non
PA4384,,1,405,NE,Non
PA4385,groEL,1,405,E,Essential
PA4386,groES,1,405,NE,Non
"PA4387,,2,""405,421"",""NE,E"",Conditional"
PA4388,,1,405,NE,Non
PA4389,speA,1,405,NE,Non
PA4390,,1,405,NE,Non
PA4391,,1,405,NE,Non
PA4392,,1,405,NE,Non
PA4393,ampG,1,405,NE,Non
PA4394,,1,405,NE,Non
PA4395,,1,405,NE,Non
PA4396,,1,405,NE,Non
PA4397,panE,1,405,NE,Non
"PA4398,,2,""405,421"",""NE,E"",Conditional"
PA4399,,1,405,NE,Non
PA4400,,1,405,NE,Non
PA4401,,1,405,NE,Non
PA4402,argJ,1,405,NE,Non
PA4403,secA,1,405,E,Essential
"PA4404,,2,""405,421"",""NE,E"",Conditional"
PA4405,,1,405,E,Essential
PA4406,lpxC,1,405,E,Essential
PA4406.1,,1,405,NE,Non
PA4407,ftsZ,1,405,E,Essential
PA4408,ftsA,1,405,E,Essential
PA4409,ftsQ,1,405,NE,Non
"PA4410,ddlB,2,""405,421"",""NE,E"",Conditional"
PA4411,murC,1,405,E,Essential
PA4412,murG,1,405,E,Essential
PA4413,ftsW,1,405,E,Essential
PA4414,murD,1,405,E,Essential
PA4415,mraY,1,405,E,Essential
PA4416,murF,1,405,E,Essential
PA4417,murE,1,405,E,Essential
PA4418,ftsI,1,405,E,Essential
PA4419,ftsL,1,405,NE,Non
PA4420,,1,405,E,Essential
PA4421,,1,405,NE,Non
PA4421.1,rnpB,1,405,NE,Non
"PA4422,,2,""405,421"",""NE,E"",Conditional"
PA4423,,1,405,NE,Non
PA4424,,1,405,NE,Non
PA4425,,1,405,E,Essential
"PA4426,,2,""405,421"",""NE,E"",Conditional"
"PA4427,sspB,2,""421,405"",""E,NE"",Conditional"
PA4428,sspA,1,405,NE,Non
PA4429,,1,405,E,Essential
PA4430,,1,405,NE,Non
PA4431,,1,405,NE,Non
PA4432,rpsI,1,405,E,Essential
PA4433,rplM,1,405,E,Essential
PA4434,,1,405,NE,Non
PA4435,,1,405,NE,Non
PA4436,,1,405,NE,Non
PA4437,,1,405,NE,Non
PA4438,,1,405,NE,Non
PA4439,trpS,1,405,E,Essential
PA4440,,1,405,NE,Non
PA4441,,1,405,NE,Non
PA4442,cysN,1,405,NE,Non
PA4443,cysD,1,405,NE,Non
PA4444,mltB1,1,405,NE,Non
PA4445,,1,405,NE,Non
PA4446,algW,1,405,NE,Non
PA4447,hisC1,1,405,NE,Non
PA4448,hisD,1,405,NE,Non
PA4449,hisG,1,405,NE,Non
PA4450,murA,1,405,E,Essential
PA4451,,1,405,NE,Non
PA4451.1,,1,405,NE,Non
PA4452,,1,405,NE,Non
PA4453,,1,405,NE,Non
PA4454,,1,405,NE,Non
PA4455,,1,405,NE,Non
PA4456,,1,405,NE,Non
PA4457,,1,405,E,Essential
PA4458,,1,405,NE,Non
PA4459,,1,405,E,Essential
PA4460,,1,405,E,Essential
PA4461,,1,405,E,Essential
PA4462,rpoN,1,405,NE,Non
PA4463,,1,405,NE,Non
PA4464,ptsN,1,405,NE,Non
PA4465,,1,405,NE,Non
PA4466,,1,405,NE,Non
PA4467,,1,405,NE,Non
PA4468,sodM,1,405,NE,Non
PA4469,,1,405,NE,Non
PA4470,fumC1,1,405,NE,Non
PA4471,,1,405,NE,Non
PA4472,pmbA,1,405,NE,Non
PA4473,,1,405,NE,Non
PA4474,,1,405,NE,Non
PA4475,,1,405,NE,Non
PA4476,,1,405,NE,Non
PA4477,cafA,1,405,NE,Non
PA4478,,1,405,NE,Non
PA4479,mreD,1,405,E,Essential
PA4480,mreC,1,405,E,Essential
PA4481,mreB,1,405,E,Essential
PA4482,gatC,1,405,NE,Non
PA4483,gatA,1,405,E,Essential
PA4484,gatB,1,405,E,Essential
PA4485,,1,405,NE,Non
PA4486,,1,405,NE,Non
PA4487,,1,405,NE,Non
PA4488,,1,405,NE,Non
PA4489,,1,405,NE,Non
PA4490,,1,405,NE,Non
PA4491,,1,405,NE,Non
PA4492,,1,405,NE,Non
PA4493,roxR,1,405,NE,Non
PA4494,roxS,1,405,NE,Non
PA4495,,1,405,NE,Non
PA4496,,1,405,NE,Non
PA4497,,1,405,NE,Non
PA4498,,1,405,NE,Non
PA4499,,1,405,NE,Non
PA4500,,1,405,NE,Non
PA4501,opdP,1,405,NE,Non
PA4502,,1,405,NE,Non
PA4503,,1,405,NE,Non
PA4504,,1,405,NE,Non
PA4505,,1,405,NE,Non
PA4506,,1,405,NE,Non
PA4507,,1,405,NE,Non
PA4508,,1,405,NE,Non
PA4509,,1,405,NE,Non
PA4510,,1,405,NE,Non
PA4511,,1,405,NE,Non
PA4512,lpxO1,1,405,NE,Non
PA4513,,1,405,NE,Non
PA4514,,1,405,NE,Non
PA4515,,1,405,NE,Non
PA4516,,1,405,NE,Non
PA4517,,1,405,NE,Non
PA4518,,1,405,NE,Non
PA4519,speC,1,405,NE,Non
PA4520,,1,405,NE,Non
PA4521,,1,405,NE,Non
PA4522,ampD,1,405,NE,Non
PA4523,,1,405,NE,Non
PA4524,nadC,1,405,NE,Non
PA4525,pilA,1,405,NE,Non
PA4526,pilB,1,405,NE,Non
PA4527,,1,405,NE,Non
PA4528,pilD,1,405,NE,Non
PA4529,coaE,1,405,E,Essential
PA4530,,1,405,NE,Non
PA4531,,1,405,NE,Non
PA4532,,1,405,NE,Non
PA4533,,1,405,NE,Non
PA4534,,1,405,NE,Non
PA4535,,1,405,NE,Non
PA4536,,1,405,NE,Non
PA4537,,1,405,NE,Non
PA4538,ndh,1,405,NE,Non
PA4539,,1,405,NE,Non
PA4540,,1,405,NE,Non
PA4541,,1,405,NE,Non
PA4542,clpB,1,405,NE,Non
PA4543,,1,405,NE,Non
PA4544,rluD,1,405,NE,Non
PA4545,comL,1,405,NE,Non
PA4546,pilS,1,405,NE,Non
PA4547,pilR,1,405,NE,Non
PA4548,,1,405,NE,Non
PA4549,fimT,1,405,NE,Non
PA4550,fimU,1,405,NE,Non
PA4551,pilV,1,405,NE,Non
PA4552,pilW,1,405,NE,Non
PA4553,pilX,1,405,NE,Non
PA4554,pilY1,1,405,NE,Non
PA4555,pilY2,1,405,NE,Non
PA4556,pilE,1,405,NE,Non
PA4557,lytB,1,405,E,Essential
PA4558,,1,405,NE,Non
PA4559,lspA,1,405,E,Essential
PA4560,ileS,1,405,E,Essential
PA4561,ribF,1,405,E,Essential
PA4562,,1,405,E,Essential
PA4563,rpsT,1,405,NE,Non
PA4564,,1,405,NE,Non
PA4565,proB,1,405,NE,Non
PA4566,obg,1,405,NE,Non
PA4567,rpmA,1,405,NE,Non
PA4568,rplU,1,405,NE,Non
PA4569,ispB,1,405,E,Essential
PA4570,,1,405,NE,Non
PA4571,,1,405,NE,Non
PA4572,fklB,1,405,NE,Non
PA4573,,1,405,NE,Non
PA4574,,1,405,NE,Non
PA4575,,1,405,NE,Non
PA4576,,1,405,NE,Non
PA4577,,1,405,NE,Non
PA4578,,1,405,NE,Non
PA4579,,1,405,NE,Non
PA4580,,1,405,NE,Non
PA4581,rtcR,1,405,NE,Non
PA4582,,1,405,NE,Non
PA4583,,1,405,NE,Non
PA4584,,1,405,NE,Non
PA4585,rtcA,1,405,NE,Non
PA4586,,1,405,NE,Non
PA4587,ccpR,1,405,NE,Non
PA4588,gdhA,1,405,NE,Non
PA4589,,1,405,NE,Non
PA4590,pra,1,405,NE,Non
PA4591,,1,405,NE,Non
PA4592,,1,405,NE,Non
PA4593,,1,405,NE,Non
PA4594,,1,405,NE,Non
PA4595,,1,405,NE,Non
PA4596,,1,405,NE,Non
PA4597,oprJ,1,405,NE,Non
PA4598,mexD,1,405,NE,Non
PA4599,mexC,1,405,NE,Non
PA4600,nfxB,1,405,NE,Non
PA4601,morA,1,405,NE,Non
PA4602,glyA3,1,405,E,Essential
PA4603,,1,405,NE,Non
PA4604,,1,405,NE,Non
PA4605,,1,405,NE,Non
PA4606,,1,405,NE,Non
PA4607,,1,405,NE,Non
PA4608,,1,405,NE,Non
PA4609,radA,1,405,NE,Non
PA4610,,1,405,NE,Non
PA4611,,1,405,NE,Non
PA4612,,1,405,NE,Non
PA4613,katB,1,405,NE,Non
PA4614,mscL,1,405,NE,Non
PA4615,,1,405,NE,Non
PA4616,,1,405,NE,Non
PA4617,,1,405,NE,Non
PA4618,,1,405,NE,Non
PA4619,,1,405,NE,Non
PA4620,,1,405,NE,Non
PA4621,,1,405,NE,Non
PA4622,,1,405,NE,Non
PA4623,,1,405,NE,Non
PA4624,,1,405,NE,Non
PA4625,,1,405,NE,Non
PA4626,hprA,1,405,NE,Non
PA4627,,1,405,NE,Non
PA4628,lysP,1,405,NE,Non
PA4629,,1,405,NE,Non
PA4630,,1,405,NE,Non
PA4631,,1,405,NE,Non
PA4632,,1,405,NE,Non
PA4633,,1,405,NE,Non
PA4634,,1,405,NE,Non
PA4635,,1,405,NE,Non
PA4636,,1,405,E,Essential
PA4637,,1,405,NE,Non
PA4638,,1,405,NE,Non
PA4639,,1,405,NE,Non
PA4640,mqoB,1,405,NE,Non
PA4641,,1,405,NE,Non
PA4642,,1,405,NE,Non
PA4643,,1,405,NE,Non
PA4644,,1,405,NE,Non
PA4645,,1,405,NE,Non
PA4646,upp,1,405,NE,Non
PA4647,uraA,1,405,NE,Non
PA4648,,1,405,NE,Non
PA4649,,1,405,NE,Non
PA4650,,1,405,NE,Non
PA4651,,1,405,NE,Non
PA4652,,1,405,NE,Non
PA4653,,1,405,NE,Non
PA4654,,1,405,NE,Non
PA4655,hemH,1,405,E,Essential
PA4656,,1,405,NE,Non
PA4657,,1,405,NE,Non
PA4658,,1,405,NE,Non
PA4659,,1,405,NE,Non
PA4660,phr,1,405,NE,Non
PA4661,pagL,1,405,NE,Non
PA4662,murI,1,405,NE,Non
PA4663,moeB,1,405,NE,Non
PA4664,hemK,1,405,E,Essential
PA4665,prfA,1,405,E,Essential
PA4666,hemA,1,405,NE,Non
PA4667,,1,405,NE,Non
PA4668,,1,405,E,Essential
PA4669,ipk,1,405,E,Essential
PA4670,prs,1,405,E,Essential
PA4671,,1,405,NE,Non
PA4672,,1,405,E,Essential
PA4673,,1,405,NE,Non
PA4674,,1,405,NE,Non
PA4675,,1,405,NE,Non
PA4676,,1,405,NE,Non
PA4677,,1,405,NE,Non
PA4678,rimI,1,405,NE,Non
PA4679,,1,405,E,Essential
PA4680,,1,405,NE,Non
PA4681,,1,405,NE,Non
PA4682,,1,405,NE,Non
PA4683,,1,405,NE,Non
PA4684,,1,405,NE,Non
PA4685,,1,405,E,Essential
PA4686,,1,405,NE,Non
PA4687,hitA,1,405,NE,Non
PA4688,hitB,1,405,NE,Non
PA4689,,1,405,NE,Non
PA4690,PA4690.5,1,405,NE,Non
PA4691,,1,405,NE,Non
PA4692,,1,405,NE,Non
PA4693,pssA,1,405,NE,Non
PA4694,ilvC,1,405,NE,Non
PA4695,ilvH,1,405,NE,Non
PA4696,ilvI,1,405,NE,Non
PA4697,,1,405,NE,Non
"PA4698,,2,""405,421"",""NE,E"",Conditional"
PA4699,,1,405,NE,Non
PA4700,mrcB,1,405,NE,Non
PA4701,,1,405,NE,Non
PA4702,,1,405,NE,Non
PA4703,,1,405,NE,Non
PA4704,cbpA,1,405,NE,Non
PA4704.1,prrF1,1,405,NE,Non
PA4704.2,prrF2,1,405,NE,Non
PA4705,,1,405,NE,Non
PA4706,,1,405,NE,Non
PA4707,,1,405,NE,Non
PA4708,phuT,1,405,NE,Non
PA4709,,1,405,NE,Non
PA4710,phuR,1,405,NE,Non
PA4711,,1,405,NE,Non
PA4712,,1,405,NE,Non
PA4713,,1,405,NE,Non
PA4714,,1,405,NE,Non
PA4715,,1,405,NE,Non
PA4716,,1,405,NE,Non
PA4717,,1,405,NE,Non
PA4718,,1,405,NE,Non
PA4719,,1,405,NE,Non
PA4720,trmA,1,405,NE,Non
PA4721,,1,405,NE,Non
PA4722,,1,405,NE,Non
PA4723,dksA,1,405,NE,Non
PA4724,,1,405,NE,Non
PA4724.1,,1,405,NE,Non
PA4725,cbrA,1,405,NE,Non
PA4726,cbrB,1,405,NE,Non
PA4726.1,,1,405,NE,Non
PA4726.11,crcZ,1,405,NE,Non
PA4726.2,,1,405,NE,Non
PA4727,pcnB,1,405,NE,Non
PA4728,folK,1,405,E,Essential
PA4729,panB,1,405,NE,Non
PA4730,panC,1,405,NE,Non
PA4731,panD,1,405,NE,Non
PA4732,pgi,1,405,NE,Non
PA4733,acsB,1,405,NE,Non
PA4734,,1,405,NE,Non
PA4735,,1,405,NE,Non
PA4736,,1,405,NE,Non
PA4737,,1,405,NE,Non
PA4738,,1,405,NE,Non
PA4739,,1,405,NE,Non
PA4740,pnp,1,405,E,Essential
PA4741,rpsO,1,405,NE,Non
PA4742,truB,1,405,NE,Non
PA4743,rbfA,1,405,NE,Non
PA4744,infB,1,405,E,Essential
PA4745,nusA,1,405,E,Essential
PA4746,,1,405,E,Essential
PA4747,secG,1,405,NE,Non
PA4748,tpiA,1,405,E,Essential
PA4749,glmM,1,405,E,Essential
PA4750,folP,1,405,E,Essential
PA4751,ftsH,1,405,E,Essential
PA4752,ftsJ,1,405,E,Essential
PA4753,,1,405,NE,Non
PA4754,,1,405,NE,Non
PA4755,greA,1,405,NE,Non
PA4756,carB,1,405,NE,Non
PA4757,,1,405,NE,Non
PA4758,carA,1,405,NE,Non
PA4758.1,,1,405,NE,Non
PA4759,dapB,1,405,E,Essential
PA4760,dnaJ,1,405,NE,Non
PA4761,dnaK,1,405,E,Essential
PA4762,grpE,1,405,NE,Non
PA4763,recN,1,405,NE,Non
PA4764,fur,1,405,E,Essential
PA4765,omlA,1,405,E,Essential
PA4766,,1,405,NE,Non
PA4767,,1,405,E,Essential
"PA4768,smpB,2,""405,421"",""NE,E"",Conditional"
PA4769,,1,405,NE,Non
PA4770,lldP,1,405,NE,Non
PA4771,lldD,1,405,NE,Non
PA4772,,1,405,NE,Non
PA4773,,1,405,NE,Non
PA4774,,1,405,NE,Non
PA4775,,1,405,NE,Non
PA4776,pmrA,1,405,NE,Non
PA4777,pmrB,1,405,NE,Non
PA4778,cueR,1,405,NE,Non
PA4779,,1,405,NE,Non
PA4780,,1,405,NE,Non
PA4781,,1,405,NE,Non
PA4782,,1,405,NE,Non
PA4783,,1,405,NE,Non
PA4784,,1,405,NE,Non
PA4785,,1,405,NE,Non
PA4786,,1,405,NE,Non
PA4787,,1,405,NE,Non
PA4788,,1,405,NE,Non
PA4789,,1,405,NE,Non
PA4790,,1,405,NE,Non
PA4791,,1,405,NE,Non
PA4792,,1,405,NE,Non
PA4793,,1,405,NE,Non
PA4794,,1,405,NE,Non
PA4795,,1,405,NE,Non
PA4796,,1,405,NE,Non
PA4797,,1,405,NE,Non
PA4798,,1,405,NE,Non
PA4799,,1,405,NE,Non
PA4800,,1,405,NE,Non
PA4801,,1,405,NE,Non
PA4802,,1,405,NE,Non
PA4803,,1,405,NE,Non
PA4804,,1,405,NE,Non
PA4805,,1,405,NE,Non
PA4806,,1,405,NE,Non
PA4807,selB,1,405,NE,Non
PA4808,selA,1,405,NE,Non
PA4809,fdhE,1,405,NE,Non
PA4810,fdnI,1,405,NE,Non
PA4811,fdnH,1,405,NE,Non
PA4812,fdnG,1,405,NE,Non
PA4813,lipC,1,405,NE,Non
PA4814,fadH2,1,405,NE,Non
PA4815,,1,405,NE,Non
PA4816,,1,405,NE,Non
PA4817,,1,405,NE,Non
PA4818,,1,405,NE,Non
PA4819,,1,405,NE,Non
PA4820,,1,405,NE,Non
PA4821,,1,405,NE,Non
PA4822,,1,405,NE,Non
"PA4823,,2,""405,421"",""NE,E"",Conditional"
PA4824,,1,405,NE,Non
PA4825,mgtA,1,405,NE,Non
PA4826,,1,405,NE,Non
PA4827,,1,405,NE,Non
PA4828,,1,405,NE,Non
PA4829,lpd3,1,405,NE,Non
PA4830,,1,405,NE,Non
